No,;Time;;Source;Destination;;Length;Info;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
572;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;177;Application Data;;;7,566933;7,566933;0;;0;0;0
573;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;241;Application Data;;;7,566933;7,566933;0;;0;0;0
574;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,566933;7,566933;0;;0;0;0
575;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;531;Application Data;;;7,566933;7,566933;0;;0;0;0
576;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,566933;7,566933;0;;0;0;0
577;7,566933;;104,18,30,87;192,168,100,98;TCP;56;443  >  65404 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;7,566933;7,566933;0;;0;0;0
578;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1424;Application Data;;;7,566933;7,566933;0;;0;0;0
579;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,566933;7,566933;0;;0;0;0
580;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1424;Application Data;;;7,566933;7,566933;0;;0;0;0
581;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,566933;7,566933;0;;0;0;0
582;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data [TCP segment of a reassembled PDU];;;7,566933;7,566933;0;;0;0;0
583;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1403;Application Data;;;7,566933;7,566933;0;;0;0;0
584;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,566933;7,566933;0;;0;0;0
585;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;800;Application Data;;;7,566933;7,566933;0;;0;0;0
586;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,566933;7,566933;0;;0;0;0
587;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,566933;7,566933;0;;0;0;0
588;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1176;Application Data;;;7,566933;7,566933;0;;-9,7E-05;9,7E-05;0,000194
589;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;244;Application Data;;;7,566933;7,567030;9,7E-05;;7E-05;2,7E-05;-4,3E-05
590;7,567030;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [ACK] Seq=2664 Ack=42086 Win=131584 Len=0;;;7,567030;7,567057;2,7E-05;;-0,000854;0,000881;0,001735
591;7,567057;;192,168,100,98;104,18,30,87;TCP;54;65400  >  443 [ACK] Seq=2664 Ack=20680 Win=131584 Len=0;;;7,567057;7,567938;0,000881;;0,000881;0;-0,000881
592;7,567938;;104,18,30,87;192,168,100,98;TCP;56;443  >  65404 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;7,567938;7,567938;0;;0;0;0
593;7,567938;;104,18,30,87;192,168,100,98;TCP;56;443  >  65404 [ACK] Seq=4193 Ack=2664 Win=74752 Len=0;;;7,567938;7,567938;0;;0;0;0
594;7,567938;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65396 [ACK] Seq=42086 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,567938;7,567938;0;;0;0;0
595;7,567938;;104,18,30,87;192,168,100,98;TLSv1,3;771;Application Data;;;7,567938;7,567938;0;;0;0;0
596;7,567938;;104,18,30,87;192,168,100,98;TLSv1,3;204;Application Data;;;7,567938;7,567938;0;;0;0;0
597;7,567938;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,567938;7,567938;0;;0;0;0
598;7,567938;;104,18,30,87;192,168,100,98;TLSv1,3;820;Application Data;;;7,567938;7,567938;0;;0;0;0
599;7,567938;;104,18,30,87;192,168,100,98;TLSv1,3;229;Application Data;;;7,567938;7,567938;0;;0;0;0
600;7,567938;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65396 [ACK] Seq=44365 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,567938;7,567938;0;;0;0;0
601;7,567938;;104,18,30,87;192,168,100,98;TLSv1,3;449;Application Data;;;7,567938;7,567938;0;;-4,2E-05;4,2E-05;8,4E-05
602;7,567938;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,567938;7,567980;4,2E-05;;1,7E-05;2,5E-05;8E-06
603;7,567980;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [ACK] Seq=2664 Ack=46172 Win=131584 Len=0;;;7,567980;7,568005;2,5E-05;;-0,001966;0,001991;0,003957
604;7,568005;;192,168,100,98;104,18,30,87;TCP;54;65400  >  443 [ACK] Seq=2664 Ack=24403 Win=131584 Len=0;;;7,568005;7,569996;0,001991;;0,001991;0;-0,001991
605;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;1286;Application Data;;;7,569996;7,569996;0;;0;0;0
606;7,569996;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65396 [ACK] Seq=46172 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,569996;7,569996;0;;0;0;0
607;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;322;Application Data;;;7,569996;7,569996;0;;0;0;0
608;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;163;Application Data;;;7,569996;7,569996;0;;0;0;0
609;7,569996;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65396 [ACK] Seq=47852 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,569996;7,569996;0;;0;0;0
610;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,569996;7,569996;0;;0;0;0
611;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;1373;Application Data;;;7,569996;7,569996;0;;0;0;0
612;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;205;Application Data;;;7,569996;7,569996;0;;0;0;0
613;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;598;Application Data;;;7,569996;7,569996;0;;0;0;0
614;7,569996;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65396 [ACK] Seq=49808 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,569996;7,569996;0;;0;0;0
615;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;337;Application Data;;;7,569996;7,569996;0;;0;0;0
616;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,569996;7,569996;0;;0;0;0
617;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;1106;Application Data;;;7,569996;7,569996;0;;0;0;0
618;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;240;Application Data;;;7,569996;7,569996;0;;0;0;0
619;7,569996;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65396 [ACK] Seq=51503 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,569996;7,569996;0;;0;0;0
620;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;642;Application Data;;;7,569996;7,569996;0;;0;0;0
621;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,569996;7,569996;0;;0;0;0
622;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,569996;7,569996;0;;0;0;0
623;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;79;Application Data;;;7,569996;7,569996;0;;-9,1E-05;9,1E-05;0,000182
624;7,569996;;104,18,30,87;192,168,100,98;TLSv1,3;189;Application Data;;;7,569996;7,570087;9,1E-05;;5,9E-05;3,2E-05;-2,7E-05
625;7,570087;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [ACK] Seq=2664 Ack=53503 Win=131584 Len=0;;;7,570087;7,570119;3,2E-05;;-0,000426;0,000458;0,000884
626;7,570119;;192,168,100,98;104,18,30,87;TCP;54;65400  >  443 [ACK] Seq=2664 Ack=34176 Win=131584 Len=0;;;7,570119;7,570577;0,000458;;0,000458;0;-0,000458
627;7,570577;;104,18,30,87;192,168,100,98;TCP;56;443  >  65401 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;7,570577;7,570577;0;;0;0;0
628;7,570577;;104,18,30,87;192,168,100,98;TCP;56;443  >  65401 [ACK] Seq=4193 Ack=2664 Win=74752 Len=0;;;7,570577;7,570577;0;;0;0;0
629;7,570577;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65396 [ACK] Seq=53503 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,570577;7,570577;0;;0;0;0
630;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;373;Application Data;;;7,570577;7,570577;0;;0;0;0
631;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,570577;7,570577;0;;0;0;0
632;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;981;Application Data;;;7,570577;7,570577;0;;0;0;0
633;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;206;Application Data;;;7,570577;7,570577;0;;0;0;0
634;7,570577;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65396 [ACK] Seq=55234 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,570577;7,570577;0;;0;0;0
635;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;479;Application Data;;;7,570577;7,570577;0;;0;0;0
636;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;459;Application Data;;;7,570577;7,570577;0;;0;0;0
637;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;91;Application Data;;;7,570577;7,570577;0;;0;0;0
638;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,570577;7,570577;0;;0;0;0
639;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,570577;7,570577;0;;0;0;0
640;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;235;Application Data;;;7,570577;7,570577;0;;0;0;0
641;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;214;Application Data;;;7,570577;7,570577;0;;0;0;0
642;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;81;Application Data;;;7,570577;7,570577;0;;0;0;0
643;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,570577;7,570577;0;;0;0;0
644;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;531;Application Data;;;7,570577;7,570577;0;;-9,7E-05;9,7E-05;0,000194
645;7,570577;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,570577;7,570674;9,7E-05;;6,1E-05;3,6E-05;-2,5E-05
646;7,570674;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [ACK] Seq=2664 Ack=57540 Win=131584 Len=0;;;7,570674;7,570710;3,6E-05;;1,6E-05;2E-05;4E-06
647;7,570710;;192,168,100,98;104,18,30,87;TCP;54;65400  >  443 [ACK] Seq=2664 Ack=39769 Win=131584 Len=0;;;7,570710;7,570730;2E-05;;-0,001167;0,001187;0,002354
648;7,570730;;192,168,100,98;104,18,30,87;TCP;54;65402  >  443 [ACK] Seq=2664 Ack=7473 Win=131584 Len=0;;;7,570730;7,571917;0,001187;;0,001187;0;-0,001187
649;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,571917;7,571917;0;;0;0;0
650;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;223;Application Data;;;7,571917;7,571917;0;;0;0;0
651;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,571917;7,571917;0;;0;0;0
652;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,571917;7,571917;0;;0;0;0
653;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;791;Application Data;;;7,571917;7,571917;0;;0;0;0
654;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;223;Application Data;;;7,571917;7,571917;0;;0;0;0
655;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,571917;7,571917;0;;0;0;0
656;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,571917;7,571917;0;;0;0;0
657;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;590;Application Data;;;7,571917;7,571917;0;;0;0;0
658;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;181;Application Data;;;7,571917;7,571917;0;;0;0;0
659;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;1439;Application Data;;;7,571917;7,571917;0;;0;0;0
660;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,571917;7,571917;0;;0;0;0
661;7,571917;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65400 [ACK] Seq=44848 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,571917;7,571917;0;;0;0;0
662;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;496;Application Data;;;7,571917;7,571917;0;;0;0;0
663;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;254;Application Data;;;7,571917;7,571917;0;;0;0;0
664;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,571917;7,571917;0;;-8,4E-05;8,4E-05;0,000168
665;7,571917;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,571917;7,572001;8,4E-05;;5,6E-05;2,8E-05;-2,8E-05
666;7,572001;;192,168,100,98;104,18,30,87;TCP;54;65402  >  443 [ACK] Seq=2664 Ack=16687 Win=131584 Len=0;;;7,572001;7,572029;2,8E-05;;-0,001204;0,001232;0,002436
667;7,572029;;192,168,100,98;104,18,30,87;TCP;54;65400  >  443 [ACK] Seq=2664 Ack=46902 Win=131584 Len=0;;;7,572029;7,573261;0,001232;;0,001232;0;-0,001232
668;7,573261;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,573261;7,573261;0;;0;0;0
669;7,573261;;104,18,30,87;192,168,100,98;TLSv1,3;226;Application Data;;;7,573261;7,573261;0;;0;0;0
670;7,573261;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65400 [ACK] Seq=46902 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,573261;7,573261;0;;0;0;0
671;7,573261;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65400 [ACK] Seq=48314 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,573261;7,573261;0;;0;0;0
672;7,573261;;104,18,30,87;192,168,100,98;TLSv1,3;1311;Application Data;;;7,573261;7,573261;0;;0;0;0
673;7,573261;;104,18,30,87;192,168,100,98;TLSv1,3;782;Application Data;;;7,573261;7,573261;0;;0;0;0
674;7,573261;;104,18,30,87;192,168,100,98;TLSv1,3;187;Application Data;;;7,573261;7,573261;0;;0;0;0
675;7,573261;;104,18,30,87;192,168,100,98;TLSv1,3;715;Application Data;;;7,573261;7,573261;0;;0;0;0
676;7,573261;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,573261;7,573261;0;;0;0;0
677;7,573261;;104,18,30,87;192,168,100,98;TLSv1,3;126;Application Data;;;7,573261;7,573261;0;;-6,3E-05;6,3E-05;0,000126
678;7,573261;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65400 [ACK] Seq=50587 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,573261;7,573324;6,3E-05;;3,1E-05;3,2E-05;1E-06
679;7,573324;;192,168,100,98;104,18,30,87;TCP;54;65402  >  443 [ACK] Seq=2664 Ack=21652 Win=131584 Len=0;;;7,573324;7,573356;3,2E-05;;-0,000359;0,000391;0,00075
680;7,573356;;192,168,100,98;104,18,30,87;TCP;54;65400  >  443 [ACK] Seq=2664 Ack=51999 Win=131584 Len=0;;;7,573356;7,573747;0,000391;;0,000391;0;-0,000391
681;7,573747;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65400 [ACK] Seq=51999 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,573747;7,573747;0;;0;0;0
682;7,573747;;104,18,30,87;192,168,100,98;TLSv1,3;662;Application Data;;;7,573747;7,573747;0;;0;0;0
683;7,573747;;104,18,30,87;192,168,100,98;TLSv1,3;203;Application Data;;;7,573747;7,573747;0;;-1,9E-05;1,9E-05;3,8E-05
684;7,573747;;104,18,30,87;192,168,100,98;TLSv1,3;1354;Application Data;;;7,573747;7,573766;1,9E-05;;-0,002318;0,002337;0,004655
685;7,573766;;192,168,100,98;104,18,30,87;TCP;54;65400  >  443 [ACK] Seq=2664 Ack=55468 Win=131584 Len=0;;;7,573766;7,576103;0,002337;;0,002337;0;-0,002337
686;7,576103;;104,18,30,87;192,168,100,98;TLSv1,3;81;Application Data;;;7,576103;7,576103;0;;0;0;0
687;7,576103;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,576103;7,576103;0;;0;0;0
688;7,576103;;104,18,30,87;192,168,100,98;TLSv1,3;531;Application Data;;;7,576103;7,576103;0;;0;0;0
689;7,576103;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,576103;7,576103;0;;0;0;0
690;7,576103;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,576103;7,576103;0;;0;0;0
691;7,576103;;104,18,30,87;192,168,100,98;TLSv1,3;1424;Application Data;;;7,576103;7,576103;0;;0;0;0
692;7,576103;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,576103;7,576103;0;;0;0;0
693;7,576103;;104,18,30,87;192,168,100,98;TLSv1,3;981;Application Data;;;7,576103;7,576103;0;;0;0;0
694;7,576103;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,576103;7,576103;0;;0;0;0
695;7,576103;;104,18,30,87;192,168,100,98;TLSv1,3;281;Application Data;;;7,576103;7,576103;0;;0;0;0
696;7,576103;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,576103;7,576103;0;;-6,9E-05;6,9E-05;0,000138
697;7,576103;;104,18,30,87;192,168,100,98;TLSv1,3;548;Application Data;;;7,576103;7,576172;6,9E-05;;4,6E-05;2,3E-05;-2,3E-05
698;7,576172;;192,168,100,98;104,18,30,87;TCP;54;65407  >  443 [ACK] Seq=2664 Ack=14191 Win=131584 Len=0;;;7,576172;7,576195;2,3E-05;;-0,000342;0,000365;0,000707
699;7,576195;;192,168,100,98;104,18,30,87;TCP;54;65402  >  443 [ACK] Seq=2664 Ack=23537 Win=131584 Len=0;;;7,576195;7,576560;0,000365;;0,000365;0;-0,000365
700;7,576560;;104,18,30,87;192,168,100,98;TLSv1,3;944;Application Data;;;7,576560;7,576560;0;;0;0;0
701;7,576560;;104,18,30,87;192,168,100,98;TLSv1,3;1175;Application Data;;;7,576560;7,576560;0;;0;0;0
702;7,576560;;104,18,30,87;192,168,100,98;TLSv1,3;244;Application Data;;;7,576560;7,576560;0;;-2,3E-05;2,3E-05;4,6E-05
703;7,576560;;104,18,30,87;192,168,100,98;TLSv1,3;755;Application Data;;;7,576560;7,576583;2,3E-05;;-1E-06;2,4E-05;2,5E-05
704;7,576583;;192,168,100,98;104,18,30,87;TCP;54;65407  >  443 [ACK] Seq=2664 Ack=15502 Win=130048 Len=0;;;7,576583;7,576607;2,4E-05;;-0,001591;0,001615;0,003206
705;7,576607;;192,168,100,98;104,18,30,87;TCP;54;65402  >  443 [ACK] Seq=2664 Ack=25128 Win=131584 Len=0;;;7,576607;7,578222;0,001615;;0,001615;0;-0,001615
706;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,578222;7,578222;0;;0;0;0
707;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,578222;7,578222;0;;0;0;0
708;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;696;Application Data;;;7,578222;7,578222;0;;0;0;0
709;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,578222;7,578222;0;;0;0;0
710;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;145;Application Data;;;7,578222;7,578222;0;;0;0;0
711;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,578222;7,578222;0;;0;0;0
712;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,578222;7,578222;0;;0;0;0
713;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1153;Application Data;;;7,578222;7,578222;0;;0;0;0
714;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1322;Application Data;;;7,578222;7,578222;0;;0;0;0
715;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1288;Application Data;;;7,578222;7,578222;0;;0;0;0
716;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1375;Application Data;;;7,578222;7,578222;0;;0;0;0
717;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,578222;7,578222;0;;0;0;0
718;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;209;Application Data;;;7,578222;7,578222;0;;0;0;0
719;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1413;Application Data;;;7,578222;7,578222;0;;0;0;0
720;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1334;Application Data;;;7,578222;7,578222;0;;0;0;0
721;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,578222;7,578222;0;;0;0;0
722;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;90;Application Data;;;7,578222;7,578222;0;;0;0;0
723;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;1097;Application Data;;;7,578222;7,578222;0;;-9,9E-05;9,9E-05;0,000198
724;7,578222;;104,18,30,87;192,168,100,98;TLSv1,3;524;Application Data;;;7,578222;7,578321;9,9E-05;;5,4E-05;4,5E-05;-9E-06
725;7,578321;;192,168,100,98;104,18,30,87;TCP;54;65402  >  443 [ACK] Seq=2664 Ack=35424 Win=131584 Len=0;;;7,578321;7,578366;4,5E-05;;-0,000542;0,000587;0,001129
726;7,578366;;192,168,100,98;104,18,30,87;TCP;54;65407  >  443 [ACK] Seq=2664 Ack=24983 Win=131584 Len=0;;;7,578366;7,578953;0,000587;;0,000587;0;-0,000587
727;7,578953;;104,18,30,87;192,168,100,98;TLSv1,3;1224;Application Data;;;7,578953;7,578953;0;;0;0;0
728;7,578953;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,578953;7,578953;0;;-2,6E-05;2,6E-05;5,2E-05
729;7,578953;;104,18,30,87;192,168,100,98;TLSv1,3;930;Application Data;;;7,578953;7,578979;2,6E-05;;-0,002064;0,00209;0,004154
730;7,578979;;192,168,100,98;104,18,30,87;TCP;54;65402  >  443 [ACK] Seq=2664 Ack=37691 Win=131584 Len=0;;;7,578979;7,581069;0,00209;;0,00209;0;-0,00209
731;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,581069;7,581069;0;;0;0;0
732;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;137;Application Data;;;7,581069;7,581069;0;;0;0;0
733;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;1251;Application Data;;;7,581069;7,581069;0;;0;0;0
734;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,581069;7,581069;0;;0;0;0
735;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;531;Application Data;;;7,581069;7,581069;0;;0;0;0
736;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,581069;7,581069;0;;0;0;0
737;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;307;Application Data;;;7,581069;7,581069;0;;0;0;0
738;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;1349;Application Data;;;7,581069;7,581069;0;;0;0;0
739;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,581069;7,581069;0;;0;0;0
740;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,581069;7,581069;0;;0;0;0
741;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;763;Application Data;;;7,581069;7,581069;0;;0;0;0
742;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;1263;Application Data;;;7,581069;7,581069;0;;0;0;0
743;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;1435;Application Data;;;7,581069;7,581069;0;;0;0;0
744;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;269;Application Data;;;7,581069;7,581069;0;;-7,4E-05;7,4E-05;0,000148
745;7,581069;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,581069;7,581143;7,4E-05;;3,8E-05;3,6E-05;-2E-06
746;7,581143;;192,168,100,98;104,18,30,87;TCP;54;65407  >  443 [ACK] Seq=2664 Ack=32815 Win=131584 Len=0;;;7,581143;7,581179;3,6E-05;;-0,000914;0,00095;0,001864
747;7,581179;;192,168,100,98;104,18,30,87;TCP;54;65406  >  443 [ACK] Seq=2664 Ack=12717 Win=131584 Len=0;;;7,581179;7,582129;0,00095;;0,00095;0;-0,00095
748;7,582129;;104,18,30,87;192,168,100,98;TLSv1,3;668;Application Data;;;7,582129;7,582129;0;;0;0;0
749;7,582129;;104,18,30,87;192,168,100,98;TLSv1,3;1292;Application Data;;;7,582129;7,582129;0;;0;0;0
750;7,582129;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,582129;7,582129;0;;0;0;0
751;7,582129;;104,18,30,87;192,168,100,98;TLSv1,3;389;Application Data;;;7,582129;7,582129;0;;0;0;0
752;7,582129;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,582129;7,582129;0;;0;0;0
753;7,582129;;104,18,30,87;192,168,100,98;TLSv1,3;173;Application Data;;;7,582129;7,582129;0;;0;0;0
754;7,582129;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,582129;7,582129;0;;0;0;0
755;7,582129;;104,18,30,87;192,168,100,98;TLSv1,3;366;Application Data;;;7,582129;7,582129;0;;-6E-05;6E-05;0,00012
756;7,582129;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,582129;7,582189;6E-05;;3,4E-05;2,6E-05;-8E-06
757;7,582189;;192,168,100,98;104,18,30,87;TCP;54;65407  >  443 [ACK] Seq=2664 Ack=36546 Win=131584 Len=0;;;7,582189;7,582215;2,6E-05;;1,3E-05;1,3E-05;0
758;7,582215;;192,168,100,98;104,18,30,87;TCP;54;65406  >  443 [ACK] Seq=2664 Ack=13955 Win=130304 Len=0;;;7,582215;7,582228;1,3E-05;;-0,002329;0,002342;0,004671
759;7,582228;;192,168,100,98;104,18,30,87;TCP;54;65402  >  443 [ACK] Seq=2664 Ack=40904 Win=131584 Len=0;;;7,582228;7,584570;0,002342;;0,002342;0;-0,002342
